station,valid,lon,lat,elevation,tmpf,dwpf,feel,sknt
JKA,2023-07-24 18:55,-87.6718,30.2905,4.90,87.80,66.20,90.31,7.00
4A9,2023-07-24 18:55,-85.7214,34.4737,267.00,85.60,63.70,86.79,0.00
ALX,2023-07-24 18:55,-85.9613,32.9143,193.00,86.00,64.00,87.31,5.00
8A0,2023-07-24 18:55,-86.2481,34.2316,317.00,82.40,62.60,83.41,0.00
4A6,2023-07-24 18:55,-86.0059,34.6887,198.00,86.00,86.00,111.85,
JFX,2023-07-24 18:55,-87.3142,33.9020,147.00,87.80,64.40,89.33,0.00
CQF,2023-07-24 18:55,-87.8770,30.4605,27.00,86.00,68.00,89.41,3.00
HEY,2023-07-24 18:55,-85.6543,31.3460,97.00,86.70,68.00,90.19,0.00
CMD,2023-07-24 18:55,-86.8580,34.2687,289.02,84.20,64.40,85.71,0.00
DYA,2023-07-24 18:55,-87.9541,32.4638,32.25,88.30,65.50,90.44,3.00
SCD,2023-07-24 18:55,-86.3055,33.1718,170.50,91.40,65.00,93.54,0.00
SXS,2023-07-24 18:55,-85.8549,31.3612,122.26,87.40,67.60,90.72,4.00
1A9,2023-07-24 18:55,-86.5127,32.4387,63.56,89.20,64.00,90.59,0.00
EDN,2023-07-24 18:55,-85.9048,31.2982,104.85,88.00,66.60,90.76,0.00
ASN,2023-07-24 18:55,-86.0512,33.5695,155.32,86.70,63.00,87.57,0.00
PLR,2023-07-24 18:55,-86.2491,33.5588,144.69,87.80,64.40,89.33,3.00
1R8,2023-07-24 18:55,-87.8193,30.8703,72.03,89.60,66.20,92.27,4.00
HDL,2023-07-24 18:55,-85.3125,31.3641,108.00,87.80,71.60,94.18,6.00
HUA,2023-07-24 18:55,-86.6848,34.6786,209.00,86.70,68.00,90.19,3.00
LOR,2023-07-24 18:55,-85.7511,31.3558,74.00,89.40,67.00,92.56,3.00
MXF,2023-07-24 18:55,-86.3658,32.3829,51.00,90.30,59.00,89.56,3.00
OZR,2023-07-24 18:55,-85.7134,31.2758,91.00,88.50,65.00,90.38,0.00
1M4,2023-07-24 18:56,-87.6004,34.2803,284.00,88.00,66.00,90.41,3.00
MOB,2023-07-24 18:56,-88.2456,30.6883,67.00,91.00,62.00,91.51,0.00
GAD,2023-07-24 18:56,-86.0891,33.9727,173.00,87.00,64.00,88.32,4.00
EKY,2023-07-24 18:56,-86.9263,33.3126,213.73,88.00,66.00,90.41,6.00
79J,2023-07-24 18:56,-86.3902,31.3061,98.00,89.00,64.00,90.38,0.00
0J4,2023-07-24 18:58,-86.3119,31.0447,91.00,91.00,63.00,92.00,4.00
PRN,2023-07-24 18:58,-86.6107,31.8457,137.50,89.00,64.00,90.38,3.00
EUF,2023-07-24 18:58,-85.1289,31.9513,87.00,91.00,68.00,95.08,0.00
MDQ,2023-07-24 19:15,-86.5600,34.8600,230.00,86.50,63.00,87.37,0.00
4A9,2023-07-24 19:15,-85.7214,34.4737,267.00,86.00,63.00,86.88,7.00
ALX,2023-07-24 19:15,-85.9613,32.9143,193.00,87.60,64.00,88.93,6.00
8A0,2023-07-24 19:15,-86.2481,34.2316,317.00,84.20,62.60,85.03,3.00
4A6,2023-07-24 19:15,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 19:15,-87.3142,33.9020,147.00,87.80,66.20,90.31,0.00
CQF,2023-07-24 19:15,-87.8770,30.4605,27.00,84.20,68.00,87.40,3.00
CMD,2023-07-24 19:15,-86.8580,34.2687,289.02,86.00,66.20,88.39,0.00
DYA,2023-07-24 19:15,-87.9541,32.4638,32.25,89.80,66.70,92.81,4.00
SEM,2023-07-24 19:15,-86.9878,32.3439,44.25,91.40,64.40,93.19,7.00
SCD,2023-07-24 19:15,-86.3055,33.1718,170.50,91.00,64.40,92.75,0.00
1A9,2023-07-24 19:15,-86.5127,32.4387,63.56,89.40,67.00,92.56,0.00
EDN,2023-07-24 19:15,-85.9048,31.2982,104.85,87.40,67.00,90.35,3.00
ASN,2023-07-24 19:15,-86.0512,33.5695,155.32,86.50,62.80,87.29,5.00
PLR,2023-07-24 19:15,-86.2491,33.5588,144.69,87.80,66.20,90.31,0.00
1R8,2023-07-24 19:15,-87.8193,30.8703,72.03,89.60,66.20,92.27,3.00
HDL,2023-07-24 19:15,-85.3125,31.3641,108.00,87.80,73.40,95.86,5.00
MDQ,2023-07-24 19:35,-86.5600,34.8600,230.00,86.40,63.70,87.58,4.00
4A9,2023-07-24 19:35,-85.7214,34.4737,267.00,86.50,65.00,88.29,5.00
ALX,2023-07-24 19:35,-85.9613,32.9143,193.00,86.00,63.00,86.88,4.00
8A0,2023-07-24 19:35,-86.2481,34.2316,317.00,84.20,60.80,84.43,0.00
4A6,2023-07-24 19:35,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 19:35,-87.3142,33.9020,147.00,87.80,66.20,90.31,0.00
CQF,2023-07-24 19:35,-87.8770,30.4605,27.00,86.00,68.00,89.41,3.00
CMD,2023-07-24 19:35,-86.8580,34.2687,289.02,86.00,66.20,88.39,0.00
DYA,2023-07-24 19:35,-87.9541,32.4638,32.25,88.70,66.00,91.16,3.00
SEM,2023-07-24 19:35,-86.9878,32.3439,44.25,93.20,66.20,96.35,4.00
SCD,2023-07-24 19:35,-86.3055,33.1718,170.50,91.20,61.50,91.49,0.00
1A9,2023-07-24 19:35,-86.5127,32.4387,63.56,88.00,64.80,89.75,3.00
EDN,2023-07-24 19:35,-85.9048,31.2982,104.85,87.30,66.40,89.88,0.00
ASN,2023-07-24 19:35,-86.0512,33.5695,155.32,87.40,62.40,88.00,3.00
PLR,2023-07-24 19:35,-86.2491,33.5588,144.69,89.60,66.20,92.27,0.00
1R8,2023-07-24 19:35,-87.8193,30.8703,72.03,87.80,66.20,90.31,4.00
HDL,2023-07-24 19:35,-85.3125,31.3641,108.00,87.80,71.60,94.18,5.00
SEM,2023-07-24 19:50,-86.9878,32.3439,44.25,91.40,64.40,93.19,0.00
HSV,2023-07-24 19:53,-86.7861,34.6439,196.00,88.00,69.00,92.35,4.00
EET,2023-07-24 19:53,-86.7818,33.1784,172.00,88.00,66.00,90.41,4.00
TOI,2023-07-24 19:53,-86.0121,31.8604,121.00,94.00,67.00,97.85,5.00
DHN,2023-07-24 19:53,-85.4500,31.3200,122.00,90.00,67.00,93.24,3.00
DCU,2023-07-24 19:53,-86.9453,34.6525,177.00,89.00,67.00,92.11,4.00
GZH,2023-07-24 19:53,-87.0441,31.4158,79.00,92.00,65.00,94.21,0.00
BHM,2023-07-24 19:53,-86.7449,33.5655,192.00,90.00,63.00,90.93,4.00
BFM,2023-07-24 19:53,-88.0681,30.6268,8.00,91.00,58.00,89.92,4.00
ANB,2023-07-24 19:53,-85.8479,33.5904,182.00,90.00,64.00,91.44,6.00
MGM,2023-07-24 19:53,-86.3940,32.3006,62.00,91.00,64.00,92.52,5.00
TCL,2023-07-24 19:53,-87.6161,33.2119,52.00,90.00,63.00,90.93,0.00
MSL,2023-07-24 19:53,-87.5996,34.7439,168.00,91.00,66.00,93.71,4.00
MDQ,2023-07-24 19:55,-86.5600,34.8600,230.00,86.70,64.40,88.20,5.00
4A9,2023-07-24 19:55,-85.7214,34.4737,267.00,87.30,63.70,88.48,3.00
ALX,2023-07-24 19:55,-85.9613,32.9143,193.00,88.30,64.80,90.06,5.00
8A0,2023-07-24 19:55,-86.2481,34.2316,317.00,84.20,64.40,85.71,5.00
4A6,2023-07-24 19:55,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 19:55,-87.3142,33.9020,147.00,87.80,66.20,90.31,0.00
CQF,2023-07-24 19:55,-87.8770,30.4605,27.00,86.00,68.00,89.41,4.00
HEY,2023-07-24 19:55,-85.6543,31.3460,97.00,89.20,67.00,92.34,0.00
CMD,2023-07-24 19:55,-86.8580,34.2687,289.02,86.00,68.00,89.41,4.00
DYA,2023-07-24 19:55,-87.9541,32.4638,32.25,90.30,67.60,93.99,3.00
SCD,2023-07-24 19:55,-86.3055,33.1718,170.50,90.70,64.20,92.31,0.00
SXS,2023-07-24 19:55,-85.8549,31.3612,122.26,89.80,68.00,93.70,5.00
1A9,2023-07-24 19:55,-86.5127,32.4387,63.56,90.00,65.70,92.41,3.00
EDN,2023-07-24 19:55,-85.9048,31.2982,104.85,88.30,66.40,90.97,0.00
ASN,2023-07-24 19:55,-86.0512,33.5695,155.32,88.00,61.50,88.22,6.00
PLR,2023-07-24 19:55,-86.2491,33.5588,144.69,89.60,66.20,92.27,3.00
1R8,2023-07-24 19:55,-87.8193,30.8703,72.03,86.00,68.00,89.41,0.00
HDL,2023-07-24 19:55,-85.3125,31.3641,108.00,89.60,69.80,94.85,3.00
HUA,2023-07-24 19:55,-86.6848,34.6786,209.00,87.60,69.00,91.89,6.00
LOR,2023-07-24 19:55,-85.7511,31.3558,74.00,91.00,68.40,95.39,6.00
MXF,2023-07-24 19:55,-86.3658,32.3829,51.00,91.60,59.00,90.88,3.00
OZR,2023-07-24 19:55,-85.7134,31.2758,91.00,89.20,66.40,91.96,5.00
79J,2023-07-24 19:56,-86.3902,31.3061,98.00,89.00,65.00,90.91,3.00
1M4,2023-07-24 19:56,-87.6004,34.2803,284.00,86.00,65.00,87.78,3.00
MOB,2023-07-24 19:56,-88.2456,30.6883,67.00,92.00,63.00,93.08,3.00
GAD,2023-07-24 19:56,-86.0891,33.9727,173.00,88.00,63.00,88.86,6.00
EKY,2023-07-24 19:56,-86.9263,33.3126,213.73,90.00,65.00,91.99,6.00
JKA,2023-07-24 19:56,-87.6718,30.2905,4.90,89.60,68.00,93.47,9.00
EUF,2023-07-24 19:58,-85.1289,31.9513,87.00,91.00,65.00,93.09,3.00
0J4,2023-07-24 19:58,-86.3119,31.0447,91.00,92.00,62.00,92.58,3.00
PRN,2023-07-24 19:58,-86.6107,31.8457,137.50,90.00,66.00,92.59,5.00
MDQ,2023-07-24 20:15,-86.5600,34.8600,230.00,87.00,63.00,87.86,0.00
4A9,2023-07-24 20:15,-85.7214,34.4737,267.00,86.50,63.50,87.59,6.00
ALX,2023-07-24 20:15,-85.9613,32.9143,193.00,88.00,63.30,89.00,5.00
8A0,2023-07-24 20:15,-86.2481,34.2316,317.00,86.00,62.60,86.72,6.00
4A6,2023-07-24 20:15,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 20:15,-87.3142,33.9020,147.00,89.60,68.00,93.47,4.00
CQF,2023-07-24 20:15,-87.8770,30.4605,27.00,86.00,68.00,89.41,6.00
CMD,2023-07-24 20:15,-86.8580,34.2687,289.02,86.00,68.00,89.41,0.00
DYA,2023-07-24 20:15,-87.9541,32.4638,32.25,89.20,67.00,92.34,3.00
SEM,2023-07-24 20:15,-86.9878,32.3439,44.25,91.40,62.60,92.23,6.00
SCD,2023-07-24 20:15,-86.3055,33.1718,170.50,89.80,64.80,91.66,0.00
1A9,2023-07-24 20:15,-86.5127,32.4387,63.56,87.00,67.50,90.22,0.00
EDN,2023-07-24 20:15,-85.9048,31.2982,104.85,88.30,66.40,90.97,4.00
ASN,2023-07-24 20:15,-86.0512,33.5695,155.32,87.80,60.80,87.75,0.00
PLR,2023-07-24 20:15,-86.2491,33.5588,144.69,89.60,64.40,91.23,0.00
1R8,2023-07-24 20:15,-87.8193,30.8703,72.03,89.60,66.20,92.27,3.00
HDL,2023-07-24 20:15,-85.3125,31.3641,108.00,89.60,69.80,94.85,0.00
SEM,2023-07-24 20:30,-86.9878,32.3439,44.25,91.40,64.40,93.19,5.00
MDQ,2023-07-24 20:35,-86.5600,34.8600,230.00,87.60,62.00,88.03,4.00
4A9,2023-07-24 20:35,-85.7214,34.4737,267.00,86.00,65.00,87.78,5.00
ALX,2023-07-24 20:35,-85.9613,32.9143,193.00,87.00,63.50,88.08,7.00
8A0,2023-07-24 20:35,-86.2481,34.2316,317.00,86.00,62.60,86.72,5.00
4A6,2023-07-24 20:35,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 20:35,-87.3142,33.9020,147.00,89.60,66.20,92.27,0.00
CQF,2023-07-24 20:35,-87.8770,30.4605,27.00,84.20,68.00,87.40,4.00
CMD,2023-07-24 20:35,-86.8580,34.2687,289.02,87.80,68.00,91.43,0.00
DYA,2023-07-24 20:35,-87.9541,32.4638,32.25,89.20,65.00,91.13,3.00
SCD,2023-07-24 20:35,-86.3055,33.1718,170.50,90.00,64.00,91.44,0.00
1A9,2023-07-24 20:35,-86.5127,32.4387,63.56,89.00,65.50,91.20,0.00
EDN,2023-07-24 20:35,-85.9048,31.2982,104.85,89.00,66.40,91.74,3.00
ASN,2023-07-24 20:35,-86.0512,33.5695,155.32,88.30,61.50,88.52,4.00
PLR,2023-07-24 20:35,-86.2491,33.5588,144.69,89.60,64.40,91.23,5.00
1R8,2023-07-24 20:35,-87.8193,30.8703,72.03,89.60,68.00,93.47,3.00
HDL,2023-07-24 20:35,-85.3125,31.3641,108.00,89.60,69.80,94.85,5.00
LOR,2023-07-24 20:49,-85.7511,31.3558,74.00,91.40,69.80,96.99,4.00
HEY,2023-07-24 20:50,-85.6543,31.3460,97.00,89.60,68.00,93.47,0.00
HSV,2023-07-24 20:53,-86.7861,34.6439,196.00,88.00,68.00,91.65,6.00
EET,2023-07-24 20:53,-86.7818,33.1784,172.00,90.00,66.00,92.59,6.00
TOI,2023-07-24 20:53,-86.0121,31.8604,121.00,94.00,67.00,97.85,5.00
DHN,2023-07-24 20:53,-85.4500,31.3200,122.00,90.00,66.00,92.59,4.00
DCU,2023-07-24 20:53,-86.9453,34.6525,177.00,89.00,64.00,90.38,6.00
GZH,2023-07-24 20:53,-87.0441,31.4158,79.00,91.00,67.00,94.37,3.00
BHM,2023-07-24 20:53,-86.7449,33.5655,192.00,90.00,62.00,90.46,5.00
BFM,2023-07-24 20:53,-88.0681,30.6268,8.00,91.00,63.00,92.00,7.00
ANB,2023-07-24 20:53,-85.8479,33.5904,182.00,90.00,62.00,90.46,0.00
MGM,2023-07-24 20:53,-86.3940,32.3006,62.00,93.00,65.00,95.34,0.00
TCL,2023-07-24 20:53,-87.6161,33.2119,52.00,91.00,66.00,93.71,4.00
MSL,2023-07-24 20:53,-87.5996,34.7439,168.00,89.00,67.00,92.11,4.00
MDQ,2023-07-24 20:55,-86.5600,34.8600,230.00,87.30,61.50,87.54,6.00
4A9,2023-07-24 20:55,-85.7214,34.4737,267.00,85.30,65.30,87.21,4.00
ALX,2023-07-24 20:55,-85.9613,32.9143,193.00,88.00,63.50,89.10,4.00
8A0,2023-07-24 20:55,-86.2481,34.2316,317.00,86.00,60.80,86.05,0.00
4A6,2023-07-24 20:55,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 20:55,-87.3142,33.9020,147.00,89.60,68.00,93.47,0.00
CQF,2023-07-24 20:55,-87.8770,30.4605,27.00,86.00,69.80,90.58,3.00
HEY,2023-07-24 20:55,-85.6543,31.3460,97.00,89.00,66.70,91.92,0.00
CMD,2023-07-24 20:55,-86.8580,34.2687,289.02,87.80,68.00,91.43,0.00
DYA,2023-07-24 20:55,-87.9541,32.4638,32.25,89.40,65.50,91.63,0.00
SEM,2023-07-24 20:55,-86.9878,32.3439,44.25,91.40,64.40,93.19,5.00
SCD,2023-07-24 20:55,-86.3055,33.1718,170.50,89.00,63.50,90.13,0.00
SXS,2023-07-24 20:55,-85.8549,31.3612,122.26,90.00,67.60,93.65,5.00
1A9,2023-07-24 20:55,-86.5127,32.4387,63.56,90.30,65.00,92.32,3.00
EDN,2023-07-24 20:55,-85.9048,31.2982,104.85,88.30,65.70,90.56,0.00
ASN,2023-07-24 20:55,-86.0512,33.5695,155.32,88.50,61.00,88.51,4.00
PLR,2023-07-24 20:55,-86.2491,33.5588,144.69,87.80,66.20,90.31,0.00
1R8,2023-07-24 20:55,-87.8193,30.8703,72.03,89.60,68.00,93.47,3.00
HDL,2023-07-24 20:55,-85.3125,31.3641,108.00,89.60,68.00,93.47,6.00
HUA,2023-07-24 20:55,-86.6848,34.6786,209.00,88.00,68.70,92.14,3.00
LOR,2023-07-24 20:55,-85.7511,31.3558,74.00,91.20,69.30,96.34,6.00
MXF,2023-07-24 20:55,-86.3658,32.3829,51.00,90.00,59.00,89.26,4.00
OZR,2023-07-24 20:55,-85.7134,31.2758,91.00,89.20,66.40,91.96,3.00
79J,2023-07-24 20:56,-86.3902,31.3061,98.00,89.00,65.00,90.91,0.00
1M4,2023-07-24 20:56,-87.6004,34.2803,284.00,88.00,66.00,90.41,4.00
MOB,2023-07-24 20:56,-88.2456,30.6883,67.00,93.00,61.00,93.20,0.00
GAD,2023-07-24 20:56,-86.0891,33.9727,173.00,90.00,65.00,91.99,4.00
EKY,2023-07-24 20:56,-86.9263,33.3126,213.73,89.00,66.00,91.49,4.00
JKA,2023-07-24 20:56,-87.6718,30.2905,4.90,89.60,68.00,93.47,9.00
EUF,2023-07-24 20:58,-85.1289,31.9513,87.00,92.00,65.00,94.21,4.00
0J4,2023-07-24 20:58,-86.3119,31.0447,91.00,92.00,63.00,93.08,5.00
PRN,2023-07-24 20:58,-86.6107,31.8457,137.50,89.00,65.00,90.91,6.00
SEM,2023-07-24 21:10,-86.9878,32.3439,44.25,91.40,62.60,92.23,7.00
MDQ,2023-07-24 21:15,-86.5600,34.8600,230.00,87.30,61.00,87.34,6.00
4A9,2023-07-24 21:15,-85.7214,34.4737,267.00,86.00,64.00,87.31,3.00
ALX,2023-07-24 21:15,-85.9613,32.9143,193.00,88.00,63.00,88.86,0.00
8A0,2023-07-24 21:15,-86.2481,34.2316,317.00,86.00,62.60,86.72,5.00
4A6,2023-07-24 21:15,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 21:15,-87.3142,33.9020,147.00,89.60,68.00,93.47,4.00
CQF,2023-07-24 21:15,-87.8770,30.4605,27.00,86.00,68.00,89.41,6.00
CMD,2023-07-24 21:15,-86.8580,34.2687,289.02,86.00,68.00,89.41,3.00
DYA,2023-07-24 21:15,-87.9541,32.4638,32.25,90.70,64.80,92.64,4.00
SCD,2023-07-24 21:15,-86.3055,33.1718,170.50,88.30,63.30,89.31,0.00
1A9,2023-07-24 21:15,-86.5127,32.4387,63.56,90.50,64.20,92.09,5.00
EDN,2023-07-24 21:15,-85.9048,31.2982,104.85,88.50,65.50,90.66,0.00
ASN,2023-07-24 21:15,-86.0512,33.5695,155.32,88.30,60.00,87.94,0.00
PLR,2023-07-24 21:15,-86.2491,33.5588,144.69,89.60,64.40,91.23,0.00
1R8,2023-07-24 21:15,-87.8193,30.8703,72.03,89.60,68.00,93.47,5.00
HDL,2023-07-24 21:15,-85.3125,31.3641,108.00,89.60,68.00,93.47,8.00
SEM,2023-07-24 21:30,-86.9878,32.3439,44.25,91.40,62.60,92.23,4.00
MDQ,2023-07-24 21:35,-86.5600,34.8600,230.00,87.30,61.30,87.46,6.00
4A9,2023-07-24 21:35,-85.7214,34.4737,267.00,86.70,65.50,88.75,6.00
ALX,2023-07-24 21:35,-85.9613,32.9143,193.00,88.30,62.60,88.99,3.00
8A0,2023-07-24 21:35,-86.2481,34.2316,317.00,86.00,62.60,86.72,6.00
4A6,2023-07-24 21:35,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 21:35,-87.3142,33.9020,147.00,89.60,68.00,93.47,0.00
CQF,2023-07-24 21:35,-87.8770,30.4605,27.00,86.00,66.20,88.39,4.00
CMD,2023-07-24 21:35,-86.8580,34.2687,289.02,86.00,68.00,89.41,4.00
DYA,2023-07-24 21:35,-87.9541,32.4638,32.25,90.30,65.70,92.74,0.00
SCD,2023-07-24 21:35,-86.3055,33.1718,170.50,87.80,62.60,88.48,0.00
1A9,2023-07-24 21:35,-86.5127,32.4387,63.56,90.70,64.20,92.31,5.00
EDN,2023-07-24 21:35,-85.9048,31.2982,104.85,88.70,65.50,90.87,0.00
ASN,2023-07-24 21:35,-86.0512,33.5695,155.32,89.40,60.40,89.18,5.00
PLR,2023-07-24 21:35,-86.2491,33.5588,144.69,89.60,64.40,91.23,0.00
1R8,2023-07-24 21:35,-87.8193,30.8703,72.03,91.40,66.20,94.29,0.00
HDL,2023-07-24 21:35,-85.3125,31.3641,108.00,89.60,68.00,93.47,6.00
HEY,2023-07-24 21:38,-85.6543,31.3460,97.00,89.60,68.00,93.47,0.00
LOR,2023-07-24 21:50,-85.7511,31.3558,74.00,89.60,66.20,92.27,4.00
HSV,2023-07-24 21:53,-86.7861,34.6439,196.00,89.00,68.00,92.79,5.00
EET,2023-07-24 21:53,-86.7818,33.1784,172.00,89.00,65.00,90.91,3.00
TOI,2023-07-24 21:53,-86.0121,31.8604,121.00,93.00,66.00,95.98,3.00
DHN,2023-07-24 21:53,-85.4500,31.3200,122.00,90.00,68.00,93.93,7.00
DCU,2023-07-24 21:53,-86.9453,34.6525,177.00,88.00,63.00,88.86,3.00
GZH,2023-07-24 21:53,-87.0441,31.4158,79.00,91.00,66.00,93.71,3.00
BHM,2023-07-24 21:53,-86.7449,33.5655,192.00,89.00,63.00,89.89,4.00
BFM,2023-07-24 21:53,-88.0681,30.6268,8.00,88.00,65.00,89.85,8.00
ANB,2023-07-24 21:53,-85.8479,33.5904,182.00,90.00,61.00,90.03,0.00
MGM,2023-07-24 21:53,-86.3940,32.3006,62.00,90.00,65.00,91.99,3.00
TCL,2023-07-24 21:53,-87.6161,33.2119,52.00,89.00,65.00,90.91,4.00
MSL,2023-07-24 21:53,-87.5996,34.7439,168.00,88.00,68.00,91.65,6.00
MDQ,2023-07-24 21:55,-86.5600,34.8600,230.00,87.30,62.80,88.07,6.00
JKA,2023-07-24 21:55,-87.6718,30.2905,4.90,87.80,68.00,91.43,9.00
4A9,2023-07-24 21:55,-85.7214,34.4737,267.00,86.50,64.20,87.90,4.00
ALX,2023-07-24 21:55,-85.9613,32.9143,193.00,88.00,62.00,88.43,4.00
8A0,2023-07-24 21:55,-86.2481,34.2316,317.00,86.00,60.80,86.05,3.00
4A6,2023-07-24 21:55,-86.0059,34.6887,198.00,89.60,89.60,129.49,
JFX,2023-07-24 21:55,-87.3142,33.9020,147.00,89.60,69.80,94.85,0.00
CQF,2023-07-24 21:55,-87.8770,30.4605,27.00,86.00,66.20,88.39,4.00
HEY,2023-07-24 21:55,-85.6543,31.3460,97.00,89.00,67.30,92.31,0.00
CMD,2023-07-24 21:55,-86.8580,34.2687,289.02,86.00,68.00,89.41,
DYA,2023-07-24 21:55,-87.9541,32.4638,32.25,89.60,66.40,92.40,4.00
SEM,2023-07-24 21:55,-86.9878,32.3439,44.25,91.40,64.40,93.19,0.00
SCD,2023-07-24 21:55,-86.3055,33.1718,170.50,87.80,60.80,87.75,0.00
SXS,2023-07-24 21:55,-85.8549,31.3612,122.26,89.40,66.40,92.18,5.00
1A9,2023-07-24 21:55,-86.5127,32.4387,63.56,90.50,64.20,92.09,3.00
EDN,2023-07-24 21:55,-85.9048,31.2982,104.85,88.70,66.40,91.41,3.00
ASN,2023-07-24 21:55,-86.0512,33.5695,155.32,89.00,60.30,88.74,4.00
PLR,2023-07-24 21:55,-86.2491,33.5588,144.69,89.60,64.40,91.23,0.00
1R8,2023-07-24 21:55,-87.8193,30.8703,72.03,91.40,68.00,95.55,3.00
HDL,2023-07-24 21:55,-85.3125,31.3641,108.00,89.60,68.00,93.47,6.00
HUA,2023-07-24 21:55,-86.6848,34.6786,209.00,88.50,67.00,91.56,0.00
LOR,2023-07-24 21:55,-85.7511,31.3558,74.00,90.00,68.00,93.93,4.00
MXF,2023-07-24 21:55,-86.3658,32.3829,51.00,91.20,60.40,91.02,0.00
OZR,2023-07-24 21:55,-85.7134,31.2758,91.00,89.20,65.70,91.53,6.00
79J,2023-07-24 21:56,-86.3902,31.3061,98.00,89.00,64.00,90.38,3.00
1M4,2023-07-24 21:56,-87.6004,34.2803,284.00,88.00,66.00,90.41,0.00
MOB,2023-07-24 21:56,-88.2456,30.6883,67.00,88.00,66.00,90.41,7.00
GAD,2023-07-24 21:56,-86.0891,33.9727,173.00,88.00,66.00,90.41,4.00
EKY,2023-07-24 21:56,-86.9263,33.3126,213.73,89.00,66.00,91.49,4.00
EUF,2023-07-24 21:58,-85.1289,31.9513,87.00,92.00,67.00,95.52,4.00
0J4,2023-07-24 21:58,-86.3119,31.0447,91.00,92.00,63.00,93.08,4.00
PRN,2023-07-24 21:58,-86.6107,31.8457,137.50,87.00,65.00,88.81,4.00
MDQ,2023-07-24 22:15,-86.5600,34.8600,230.00,86.00,63.00,86.88,4.00
4A9,2023-07-24 22:15,-85.7214,34.4737,267.00,86.50,62.40,87.12,0.00
ALX,2023-07-24 22:15,-85.9613,32.9143,193.00,88.00,62.20,88.51,3.00
8A0,2023-07-24 22:15,-86.2481,34.2316,317.00,86.00,62.60,86.72,5.00
4A6,2023-07-24 22:15,-86.0059,34.6887,198.00,87.80,87.80,120.21,
JFX,2023-07-24 22:15,-87.3142,33.9020,147.00,89.60,68.00,93.47,3.00
CQF,2023-07-24 22:15,-87.8770,30.4605,27.00,84.20,64.40,85.71,5.00
CMD,2023-07-24 22:15,-86.8580,34.2687,289.02,86.00,68.00,89.41,3.00
DYA,2023-07-24 22:15,-87.9541,32.4638,32.25,89.20,66.00,91.71,0.00
SEM,2023-07-24 22:15,-86.9878,32.3439,44.25,91.40,62.60,92.23,6.00
SCD,2023-07-24 22:15,-86.3055,33.1718,170.50,87.60,62.00,88.03,0.00
1A9,2023-07-24 22:15,-86.5127,32.4387,63.56,90.50,64.80,92.43,0.00
EDN,2023-07-24 22:15,-85.9048,31.2982,104.85,88.50,65.70,90.77,0.00
ASN,2023-07-24 22:15,-86.0512,33.5695,155.32,88.70,60.00,88.33,0.00
PLR,2023-07-24 22:15,-86.2491,33.5588,144.69,89.60,62.60,90.32,0.00
1R8,2023-07-24 22:15,-87.8193,30.8703,72.03,91.40,68.00,95.55,3.00
HDL,2023-07-24 22:15,-85.3125,31.3641,108.00,89.60,68.00,93.47,7.00
SEM,2023-07-24 22:30,-86.9878,32.3439,44.25,91.40,64.40,93.19,5.00
MDQ,2023-07-24 22:35,-86.5600,34.8600,230.00,85.60,63.00,86.50,5.00
4A9,2023-07-24 22:35,-85.7214,34.4737,267.00,87.30,63.50,88.39,4.00
ALX,2023-07-24 22:35,-85.9613,32.9143,193.00,87.80,63.50,88.89,5.00
8A0,2023-07-24 22:35,-86.2481,34.2316,317.00,86.00,60.80,86.05,3.00
4A6,2023-07-24 22:35,-86.0059,34.6887,198.00,86.00,86.00,111.85,
JFX,2023-07-24 22:35,-87.3142,33.9020,147.00,87.80,68.00,91.43,3.00
CQF,2023-07-24 22:35,-87.8770,30.4605,27.00,86.00,62.60,86.72,4.00
CMD,2023-07-24 22:35,-86.8580,34.2687,289.02,86.00,68.00,89.41,0.00
DYA,2023-07-24 22:35,-87.9541,32.4638,32.25,89.60,66.70,92.59,0.00
SCD,2023-07-24 22:35,-86.3055,33.1718,170.50,87.30,62.40,87.90,0.00
1A9,2023-07-24 22:35,-86.5127,32.4387,63.56,90.00,65.00,91.99,6.00
EDN,2023-07-24 22:35,-85.9048,31.2982,104.85,88.30,66.00,90.73,3.00
ASN,2023-07-24 22:35,-86.0512,33.5695,155.32,88.00,60.80,87.95,3.00
PLR,2023-07-24 22:35,-86.2491,33.5588,144.69,87.80,64.40,89.33,0.00
1R8,2023-07-24 22:35,-87.8193,30.8703,72.03,89.60,66.20,92.27,4.00
HDL,2023-07-24 22:35,-85.3125,31.3641,108.00,87.80,69.80,92.71,5.00
HSV,2023-07-24 22:53,-86.7861,34.6439,196.00,87.00,68.00,90.53,3.00
EET,2023-07-24 22:53,-86.7818,33.1784,172.00,86.00,68.00,89.41,3.00
